DATE:,2017/12/3 19:54,,,,,,,,,,,,
TOOL:,DATE,,,,,,,,,,,,
,,No.,USECASE NAME,IS IN BENCHMARKS,IS IN SCRIPTFILE,TOTAL,FOUNDED,MISSED,EXTRA,PR,FNR,FPR,OVERHEAD
,,,,52,additional,bubblesort/BubbleSort.java;bubblesort/BubbleSortImpl.java,20,99,null,null,,,
,,,,53,additional,bubblesort/BubbleSort.java;bubblesort/BubbleSortImpl.java,40,99,null,null,,,
,,,,54,additional,bubblesort/BubbleSort.java;bubblesort/BubbleSortImpl.java,84,99,null,null,,,
,,,,55,additional,bubblesort/OneBubble.java;bubblesort/BubbleSort.java,51,67,null,null,,,
,,,,56,additional,bubblesort/BubbleSort.java;bubblesort/BubbleSortImpl.java,60,99,null,null,,,
,,,,57,additional,bubblesort/BubbleSort.java;bubblesort/BubbleSortImpl.java,80,99,null,null,,,
,,,,58,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,48,126,null,null,,,
,,,,59,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,56,126,null,null,,,
,,,,60,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,44,126,null,null,,,
,,,,61,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,48,63,null,null,,,
,,,,62,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,40,126,null,null,,,
,,,,63,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,48,64,null,null,,,
,,,,64,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,56,63,null,null,,,
,,,,65,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,60,126,null,null,,,
,,,,66,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,44,63,null,null,,,
,,,,67,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,56,64,null,null,,,
,,,,68,additional,bubblesort/BubbleSort.java;bubblesort/Reporter.java,80,126,null,null,,,
,,,,69,additional,bubblesort/BubbleSort.java;bubblesort/OneBubble.java,44,64,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,bufwriter,1,correctly found,bufwriter/SyncWriter.java;bufwriter/SyncWriter.java,18,27,null,null,,,
,,,,2,correctly found,bufwriter/Checker.java;bufwriter/Checker.java,17,26,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,critical,1,correctly found,critical/Critical.java;critical/Critical.java,49,60,null,null,,,
,,,,2,correctly found,critical/Critical.java;critical/Critical.java,51,60,null,null,,,
,,,,3,missing,;/;,54,64,null,null,,,
,,,,4,missing,;/;,51,64,null,null,,,
,,,,5,missing,;/;,49,62,null,null,,,
,,,,6,missing,;/;,49,64,null,null,,,
,,,,7,missing,;/;,54,60,null,null,,,
,,,,8,missing,;/;,54,62,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,mergesort,1,correctly found,mergesort/MSort.java;mergesort/MSort.java,41,41,null,null,,,
,,,,2,correctly found,mergesort/MSort.java;mergesort/MSort.java,32,48,null,null,,,
,,,,3,correctly found,mergesort/MSort.java;mergesort/MSort.java,41,48,null,null,,,
,,,,4,correctly found,mergesort/MSort.java;mergesort/MSort.java,32,41,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,pingpong,1,correctly found,pingpong/BuggedProgram.java;pingpong/BuggedProgram.java,93,93,null,null,,,
,,,,2,correctly found,pingpong/BuggedProgram.java;pingpong/BuggedProgram.java,88,88,null,null,,,
,,,,3,correctly found,pingpong/BuggedProgram.java;pingpong/BuggedProgram.java,87,88,null,null,,,
,,,,4,correctly found,pingpong/BuggedProgram.java;pingpong/BuggedProgram.java,85,88,null,null,,,
,,,,5,missing,;/;,91,91,null,null,,,
,,,,6,missing,;/;,88,91,null,null,,,
,,,,7,missing,;/;,87,91,null,null,,,
,,,,8,missing,;/;,85,91,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,Elevator,1,missing,;/;,95,95,null,null,,,
,,,,2,missing,;/;,20,43,null,null,,,
,,,,3,missing,;/;,40,43,null,null,,,
,,,,4,missing,;/;,43,57,null,null,,,
,,,,5,missing,;/;,49,285,null,null,,,
,,,,6,missing,;/;,49,287,null,null,,,
,,,,7,missing,;/;,163,268,null,null,,,
,,,,8,missing,;/;,49,125,null,null,,,
,,,,9,missing,;/;,186,254,null,null,,,
,,,,10,missing,;/;,37,81,null,null,,,
,,,,11,missing,;/;,85,146,null,null,,,
,,,,12,missing,;/;,71,189,null,null,,,
,,,,13,missing,;/;,183,207,null,null,,,
,,,,14,missing,;/;,314,314,null,null,,,
,,,,15,missing,;/;,82,335,null,null,,,
,,,,16,missing,;/;,85,85,null,null,,,
,,,,17,missing,;/;,43,43,null,null,,,
,,,,18,missing,;/;,49,191,null,null,,,
,,,,19,missing,;/;,49,292,null,null,,,
,,,,20,missing,;/;,148,254,null,null,,,
,,,,21,missing,;/;,113,184,null,null,,,
,,,,22,missing,;/;,49,299,null,null,,,
,,,,23,missing,;/;,171,177,null,null,,,
,,,,24,missing,;/;,177,314,null,null,,,
,,,,25,missing,;/;,186,268,null,null,,,
,,,,26,missing,;/;,163,254,null,null,,,
,,,,27,missing,;/;,64,189,null,null,,,
,,,,28,missing,;/;,171,171,null,null,,,
,,,,29,missing,;/;,148,268,null,null,,,
,,,,30,missing,;/;,95,177,null,null,,,
,,,,31,missing,;/;,89,218,null,null,,,
,,,,32,missing,;/;,56,107,null,null,,,
,,,,33,missing,;/;,95,314,null,null,,,
,,,,34,missing,;/;,171,314,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,animator,1,correctly found,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,696,742,null,null,,,
,,,,2,correctly found,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,696,743,null,null,,,
,,,,3,missing,;/;,1402,1549,null,null,,,
,,,,4,missing,;/;,1402,1505,null,null,,,
,,,,5,missing,;/;,1501,1507,null,null,,,
,,,,6,missing,;/;,1478,1506,null,null,,,
,,,,7,missing,;/;,1660,1686,null,null,,,
,,,,8,missing,;/;,1496,1507,null,null,,,
,,,,9,missing,;/;,1394,1739,null,null,,,
,,,,10,missing,;/;,1539,1550,null,null,,,
,,,,11,missing,;/;,1539,1570,null,null,,,
,,,,12,missing,;/;,1539,1554,null,null,,,
,,,,13,missing,;/;,1545,1550,null,null,,,
,,,,14,missing,;/;,1545,1570,null,null,,,
,,,,15,missing,;/;,1545,1554,null,null,,,
,,,,16,missing,;/;,1655,1686,null,null,,,
,,,,17,missing,;/;,1722,1741,null,null,,,
,,,,18,missing,;/;,1473,1684,null,null,,,
,,,,19,missing,;/;,723,742,null,null,,,
,,,,20,missing,;/;,723,743,null,null,,,
,,,,21,missing,;/;,1661,1686,null,null,,,
,,,,22,missing,;/;,1402,1739,null,null,,,
,,,,23,missing,;/;,1394,1549,null,null,,,
,,,,24,missing,;/;,1394,1505,null,null,,,
,,,,25,missing,;/;,1473,1506,null,null,,,
,,,,26,missing,;/;,1728,1751,null,null,,,
,,,,27,missing,;/;,1729,1741,null,null,,,
,,,,28,missing,;/;,1729,1740,null,null,,,
,,,,29,missing,;/;,1478,1684,null,null,,,
,,,,30,missing,;/;,1544,1551,null,null,,,
,,,,31,missing,;/;,1727,1744,null,null,,,
,,,,32,additional,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,58,740,null,null,,,
,,,,33,additional,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,690,743,null,null,,,
,,,,34,additional,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,694,744,null,null,,,
,,,,35,additional,XtangoAnimation/XtangoAnimator.java;XtangoAnimation/XtangoAnimator.java,58,88,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,jpf_test_cases,1,correctly found,benchmarks/jpf_test_cases/rax/START.java;benchmarks/jpf_test_cases/rax/START.java,9,41,null,null,,,
,,,,2,correctly found,benchmarks/jpf_test_cases/rax/START.java;benchmarks/jpf_test_cases/rax/START.java,9,43,null,null,,,
,,,,3,missing,;/;,9,21,null,null,,,
,,,,4,missing,;/;,9,23,null,null,,,
,,,,5,missing,;/;,9,25,null,null,,,
,,,NAME,No.,STATE,CLASS,Line1,Line2,VARIABLE,DETAILs,,,
,,,testRace12,1,correctly found,testRace/TestRace12.java;testRace/TestRace12.java,50,50,null,null,,,
,,,,2,correctly found,testRace/TestRace12.java;testRace/TestRace12.java,46,50,null,null,,,
